time,est_tau1,est_tau2,est_tau3,est_tau4,est_tau5,est_tau6
2.64035,-1.66427,-1.0944,1.01567,0.446397,-1.07278,0.849002
2.64524,-1.64572,-0.838617,1.21839,0.426163,-0.92396,0.878073
2.65028,-1.66508,-0.939435,1.09381,0.477321,-0.912857,0.870824
2.65553,-1.66207,-0.859509,1.10416,0.374343,-0.868678,0.887672
2.66031,-1.69418,-0.992615,1.01185,0.392367,-0.943857,0.911812
2.66554,-1.72297,-1.04117,0.948363,0.483361,-0.982758,0.910338
2.67067,-1.68538,-1.02344,0.909876,0.42748,-0.934857,0.811336
2.67533,-1.73566,-0.94638,0.93087,0.394619,-0.899431,0.804122
2.68035,-1.68633,-0.739039,1.05935,0.232021,-0.853886,0.845781
2.68534,-1.71424,-0.702753,1.06612,0.255084,-0.900714,0.866336
2.69066,-1.77408,-0.792947,0.972439,0.0508049,-0.934887,0.78349
2.69536,-1.80954,-0.705784,0.968298,0.0625525,-0.964246,0.761088
2.70046,-1.75748,-0.777442,0.898703,0.234284,-0.982682,0.77014
2.70536,-1.79558,-0.759488,0.894674,0.290192,-0.997244,0.789855
2.7104,-1.85331,-0.517072,1.00353,0.363918,-0.93632,0.863175
2.71533,-1.77599,-0.838621,0.775847,0.566736,-1.06339,0.7599
2.72051,-1.85372,-0.662702,0.941081,0.295423,-1.08352,0.823862
2.72529,-1.76426,-0.641075,0.965145,0.529524,-1.10834,0.826468
2.73027,-1.79019,-0.607114,0.979272,0.318881,-1.15468,0.818657
2.73552,-1.77062,-0.584169,0.973833,0.533306,-1.17395,0.818858
2.74056,-1.73987,-0.583907,0.934816,0.34488,-1.24358,0.817678
2.74535,-1.75259,-0.538697,0.949284,0.346351,-1.29321,0.761637
2.75043,-1.79924,-0.623593,0.881722,0.387071,-1.3663,0.71026
2.75533,-1.80421,-0.335199,1.07358,0.236237,-1.33088,0.705626
2.76064,-1.79876,-0.663829,0.812628,0.376115,-1.47879,0.682916
2.76538,-1.74626,-0.500911,0.9301,0.478142,-1.41696,0.628375
2.77027,-1.78117,-0.652439,0.821814,0.0556421,-1.50111,0.57969
2.7753,-1.75851,-0.536581,0.853805,0.296752,-1.51741,0.648782
2.78047,-1.7563,-0.557855,0.827175,0.0199354,-1.55054,0.663277
2.78557,-1.68341,-0.588437,0.788767,0.392853,-1.63409,0.620955
2.79036,-1.7298,-0.625405,0.740408,0.486489,-1.69329,0.700096
2.7953,-1.67624,-0.505537,0.830625,0.402822,-1.66104,0.629835
2.80038,-1.6931,-0.368367,0.916221,0.537492,-1.60143,0.692609
2.80528,-1.59103,-0.48199,0.794747,0.543449,-1.64133,0.645866
2.81028,-1.67329,-0.378412,0.853511,0.377727,-1.63853,0.598757
2.81532,-1.63698,-0.432319,0.783042,0.628216,-1.71482,0.677289
2.82027,-1.65163,-0.366183,0.797556,0.600247,-1.73561,0.655998
2.8254,-1.65687,-0.460584,0.681807,0.593351,-1.81817,0.660369
2.83026,-1.61407,-0.343489,0.825949,0.452046,-1.80549,0.60315
2.83525,-1.61128,-0.475207,0.811467,0.467197,-1.94121,0.633199
2.84036,-1.59019,-0.736191,0.730403,0.544636,-2.11705,0.702668
2.84525,-1.59381,-0.790437,0.804338,0.580946,-2.14966,0.700084
2.85037,-1.52924,-0.841905,0.822335,0.458456,-2.18591,0.673541
2.85532,-1.52629,-0.881645,0.797434,0.675082,-2.24064,0.661808
2.86029,-1.53679,-0.76818,0.824961,0.502986,-2.34315,0.712496
2.86527,-1.49422,-0.593042,0.868319,0.613593,-2.32964,0.706557
2.87035,-1.49848,-0.550108,0.840627,0.52839,-2.45008,0.743983
2.87532,-1.46858,-0.463312,0.851274,0.496788,-2.5068,0.721961
2.88068,-1.424,-0.427654,0.81257,0.656346,-2.50997,0.754055
2.88524,-1.44125,-0.307513,0.825222,0.673297,-2.40461,0.788075
2.89058,-1.43671,-0.383019,0.705541,0.521126,-2.521,0.712049
2.89527,-1.37628,-0.341321,0.66755,0.842525,-2.52431,0.671675
2.90024,-1.33063,-0.142829,0.764883,0.635382,-2.44804,0.643058
2.90531,-1.36109,-0.184285,0.674769,0.685555,-2.48541,0.621609
2.91036,-1.29343,0.129414,0.871114,0.54449,-2.45715,0.501723
2.91531,-1.29886,-0.199183,0.566598,0.29768,-2.45356,0.555916
2.92028,-1.57474,-0.0222924,0.641963,0.372966,-2.52054,0.622767
2.92525,-1.45009,0.0259127,0.64972,0.539086,-2.43192,0.549267
